postcode,name,state,latitude,longitude
2,"BEREA PARK",,-25.7069,28.2294
2,MARABASTAD,,-25.7069,28.2294
2,MUCKLENEUK,,-25.7069,28.2294
2,PRETORIA,,-25.7069,28.2294
1,PRETORIA,,-25.7069,28.2294
2,"PRINCE'S PARK",,-25.7069,28.2294
2,"PRISON AREA",,-25.7069,28.2294
2,GEVANGENISTERREIN,,-25.7069,28.2294
2,"RAILWAY RESERVE",,-25.7069,28.2294
2,SPOORWEGTERREIN,,-25.7069,28.2294
2,RIVERDALE,,-25.7069,28.2294
2,RIVERDAL,,-25.7069,28.2294
2,SALVOKOP,,-25.7069,28.2294
2,SKANSKOP,,-25.7069,28.2294
2,SUNNYSIDE,,-25.7069,28.2294
132,SUNNYSIDE,,-25.7069,28.2294
2,TREVENNA,,-25.7069,28.2294
2,TSHWANE,,-25.7069,28.2294
1,TSHWANE,,-25.7069,28.2294
2,ZWAVELDSPOORT,,-25.7069,28.2294
2,CENTRAL,,-25.7069,28.2294
2,SENTRAAL,,-25.7069,28.2294
2,CLYDESDALE,,-25.7069,28.2294
2,"DEFENCE FORCE AREA",,-25.7069,28.2294
2,VERDEDIGINGSTERREIN,,-25.7069,28.2294
2,GOEDEHOOP,,-25.7069,28.2294
8,"SAULSVILLE EXT 3",,-25.7728,28.0678
8,"SAULSVILLE UIT 3",,-25.7728,28.0678
8,CONCERN,,-25.7728,28.0678
8,CONCERN,,-25.7728,28.0678
8,ATTERIDGEVILLE,,-25.7728,28.0678
6,ATTERIDGEVILLE,,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 16",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 16",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 17",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 17",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 18",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 18",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 2",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 2",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 3",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 3",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 4",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 4",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 42",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 42",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 6",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 6",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 6",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 6",,-25.7728,28.0678
8,"ATTERIDGEVILLE EXT 7",,-25.7728,28.0678
8,"ATTERIDGEVILLE UIT 7",,-25.7728,28.0678
8,"ATTERIDGEVILLE WEST EXT 6",,-25.7728,28.0678
8,"ATTERIDGEVILLE-WES UIT 6",,-25.7728,28.0678
8,"KALAFONG HEIGHTS",,-25.7728,28.0678
8,"KALAFONG HOOGTE",,-25.7728,28.0678
8,"LOTUS GARDEN",,-25.7728,28.0678
25,"LOTUS GARDEN",,-25.7728,28.0678
8,"LOTUS TUIN",,-25.7728,28.0678
25,"LOTUS TUIN",,-25.7728,28.0678
8,"LOTUS GARDENS",,-25.7728,28.0678
25,"LOTUS GARDENS",,-25.7728,28.0678
8,"LOTUS TUINE",,-25.7728,28.0678
25,"LOTUS TUINE",,-25.7728,28.0678
8,"LOTUS GARDENS EXT 2",,-25.7728,28.0678
8,"LOTUS TUINE UIT 2",,-25.7728,28.0678
8,"LOTUS GARDENS EXT 3",,-25.7728,28.0678
25,"LOTUS GARDENS EXT 3",,-25.7728,28.0678
8,"LOTUS TUINE UIT 3",,-25.7728,28.0678
25,"LOTUS TUINE UIT 3",,-25.7728,28.0678
22,EERSTERUS,,-25.7069,28.2294
21,EERSTERUS,,-25.7069,28.2294
22,"EERSTERUS EXT 4",,-25.7069,28.2294
22,"EERSTERUS UIT 4",,-25.7069,28.2294
22,"EERSTERUS EXT 5",,-25.7069,28.2294
22,"EERSTERUS UIT 5",,-25.7069,28.2294
22,"EERSTERUS EXT 6",,-25.7069,28.2294
22,"EERSTERUS UIT 6",,-25.7069,28.2294
35,"KAMEELDRIF EAST",,-25.7069,28.2294
35,"KAMEELDRIF EAST",,-25.7069,28.2294
35,KAMEELDRIF-OOS,,-25.7069,28.2294
35,KAMEELDRIF-OOS,,-25.7069,28.2294
37,CLAUDIUS,,-25.7833,28.1
37,LAUDIUM,,-25.7833,28.1
37,LAUDIUM,,-25.7833,28.1
37,"LAUDIUM EXT 1",,-25.7833,28.1
37,"LAUDIUM UIT 1",,-25.7833,28.1
37,"LAUDIUM EXT 2",,-25.7833,28.1
37,"LAUDIUM UIT 2",,-25.7833,28.1
37,"LAUDIUM EXT 3",,-25.7833,28.1
37,"LAUDIUM UIT 3",,-25.7833,28.1
39,ROODEPLAAT,,-25.7069,28.2294
30,ROODEPLAAT,,-25.7069,28.2294
81,MAROELANA,,-25.7069,28.2294
161,MAROELANA,,-25.7069,28.2294
81,"MENLO PARK",,-25.7069,28.2294
102,"MENLO PARK",,-25.7069,28.2294
81,MENLOPARK,,-25.7069,28.2294
102,MENLOPARK,,-25.7069,28.2294
81,MOOIKLOOF,,-25.7069,28.2294
59,MOOIKLOOF,,-25.7069,28.2294
81,"MOOIKLOOF RIDGE",,-25.7069,28.2294
59,"MOOIKLOOF RIDGE",,-25.7069,28.2294
81,MOOIKLOOFRIF,,-25.7069,28.2294
59,MOOIKLOOFRIF,,-25.7069,28.2294
81,OLYMPUS,,-25.7069,28.2294
81,"PARAMOUNT ESTATE",,-25.7069,28.2294
81,"PARAMOUNT LANDGOED",,-25.7069,28.2294
81,"PRETORIUS PARK EXT 14",,-25.7069,28.2294
81,"PRETORIUSPARK UIT 14",,-25.7069,28.2294
81,"PRETORIUS PARK EXT 3",,-25.7069,28.2294
81,"PRETORIUSPARK UIT 3",,-25.7069,28.2294
81,"PRETORIUS PARK EXT 6",,-25.7069,28.2294
81,"PRETORIUSPARK UIT 6",,-25.7069,28.2294
81,"PRETORIUS PARK EXT 8",,-25.7069,28.2294
81,"PRETORIUS PARK UIT 8",,-25.7069,28.2294
81,PRETORIUSPARK,,-25.7069,28.2294
42,PRETORIUSPARK,,-25.7069,28.2294
81,"BOARDWALK MANOR",,-25.7069,28.2294
43,"BOARDWALK MANOR",,-25.7069,28.2294
81,"BOARDWALK MEANDER",,-25.7069,28.2294
43,"BOARDWALK MEANDER",,-25.7069,28.2294
81,"BOARDWALK VILLAS EXT 4",,-25.7069,28.2294
43,"BOARDWALK VILLAS EXT 4",,-25.7069,28.2294
81,"BOARDWALK VILLAS UIT 4",,-25.7069,28.2294
43,"BOARDWALK VILLAS UIT 4",,-25.7069,28.2294
81,"SILVER LAKES",,-25.7069,28.2294
54,"SILVER LAKES",,-25.7069,28.2294
81,"SILVER LAKES EXT 1",,-25.7069,28.2294
54,"SILVER LAKES EXT 1",,-25.7069,28.2294
81,"SILVER LAKES UIT 1",,-25.7069,28.2294
54,"SILVER LAKES UIT 1",,-25.7069,28.2294
81,"SILVER LAKES EXT 2",,-25.7069,28.2294
54,"SILVER LAKES EXT 2",,-25.7069,28.2294
81,"SILVER LAKES UIT 2",,-25.7069,28.2294
54,"SILVER LAKES UIT 2",,-25.7069,28.2294
81,"SILVER LAKES EXT 3",,-25.7069,28.2294
54,"SILVER LAKES EXT 3",,-25.7069,28.2294
81,"SILVER LAKES UIT 3",,-25.7069,28.2294
54,"SILVER LAKES UIT 3",,-25.7069,28.2294
81,"SILVER LAKES EXT 4",,-25.7069,28.2294
54,"SILVER LAKES EXT 4",,-25.7069,28.2294
81,"SILVER LAKES UIT 4",,-25.7069,28.2294
54,"SILVER LAKES UIT 4",,-25.7069,28.2294
81,"SILVERWOODS COUNTRY ESTATE",,-25.7069,28.2294
81,"SILVERWOODS COUNTRY ESTATE",,-25.7069,28.2294
81,"SILVERWOODS COUNTRY LANDGOED",,-25.7069,28.2294
81,"SILVERWOODS COUNTRY LANDGOED",,-25.7069,28.2294
81,ALKANTRANT,,-25.7069,28.2294
5,ALKANTRANT,,-25.7069,28.2294
81,SWAVELPOORT,,-25.7069,28.2294
36,SWAVELPOORT,,-25.7069,28.2294
81,"THE WILLOWS",,-25.7069,28.2294
41,"THE WILLOWS",,-25.7069,28.2294
81,"DIE WILGERS",,-25.7069,28.2294
41,"DIE WILGERS",,-25.7069,28.2294
81,"THE WILLOWS EXT 1",,-25.7069,28.2294
41,"THE WILLOWS EXT 1",,-25.7069,28.2294
81,"DIE WILGERS UIT 1",,-25.7069,28.2294
41,"DIE WILGERS UIT 1",,-25.7069,28.2294
81,"THE WILLOWS EXT 13",,-25.7069,28.2294
41,"THE WILLOWS EXT 13",,-25.7069,28.2294
81,"DIE WILGERS UIT 13",,-25.7069,28.2294
41,"DIE WILGERS UIT 13",,-25.7069,28.2294
81,"THE WILLOWS EXT 15",,-25.7069,28.2294
41,"THE WILLOWS EXT 15",,-25.7069,28.2294
81,"DIE WILGERS UIT 15",,-25.7069,28.2294
41,"DIE WILGERS UIT 15",,-25.7069,28.2294
81,"THE WILLOWS EXT 17",,-25.7069,28.2294
41,"THE WILLOWS EXT 17",,-25.7069,28.2294
81,"DIE WILGERS UIT 17",,-25.7069,28.2294
41,"DIE WILGERS UIT 17",,-25.7069,28.2294
81,"THE WILLOWS EXT 19",,-25.7069,28.2294
81,"DIE WILGERS UIT 19",,-25.7069,28.2294
81,"THE WILLOWS EXT 28",,-25.7069,28.2294
41,"THE WILLOWS EXT 28",,-25.7069,28.2294
81,"DIE WILGERS UIT 28",,-25.7069,28.2294
41,"DIE WILGERS UIT 28",,-25.7069,28.2294
81,"THE WILLOWS EXT 5",,-25.7069,28.2294
41,"THE WILLOWS EXT 5",,-25.7069,28.2294
81,"DIE WILGERS UIT 5",,-25.7069,28.2294
41,"DIE WILGERS UIT 5",,-25.7069,28.2294
81,"THE WILLOWS EXT 51",,-25.7069,28.2294
41,"THE WILLOWS EXT 51",,-25.7069,28.2294
81,"DIE WILGERS UIT 51",,-25.7069,28.2294
41,"DIE WILGERS UIT 51",,-25.7069,28.2294
81,"THE WILLOWS EXT 64",,-25.7069,28.2294
41,"THE WILLOWS EXT 64",,-25.7069,28.2294
81,"DIE WILGERS UIT 64",,-25.7069,28.2294
41,"DIE WILGERS UIT 64",,-25.7069,28.2294
81,"THE WILLOWS EXT 9",,-25.7069,28.2294
41,"THE WILLOWS EXT 9",,-25.7069,28.2294
81,"DIE WILGERS UIT 9",,-25.7069,28.2294
41,"DIE WILGERS UIT 9",,-25.7069,28.2294
81,WAPADRAND,,-25.7069,28.2294
50,WAPADRAND,,-25.7069,28.2294
81,"WAPADRAND EXT 1",,-25.7069,28.2294
50,"WAPADRAND EXT 1",,-25.7069,28.2294
81,"WAPADRAND UIT 1",,-25.7069,28.2294
50,"WAPADRAND UIT 1",,-25.7069,28.2294
81,"WAPADRAND EXT 11",,-25.7069,28.2294
81,"WAPADRAND UIT 11",,-25.7069,28.2294
81,"WAPADRAND EXT 3",,-25.7069,28.2294
50,"WAPADRAND EXT 3",,-25.7069,28.2294
81,"WAPADRAND UIT 3",,-25.7069,28.2294
50,"WAPADRAND UIT 3",,-25.7069,28.2294
81,"WAPADRAND EXT 6",,-25.7069,28.2294
50,"WAPADRAND EXT 6",,-25.7069,28.2294
81,"WAPADRAND UIT 6",,-25.7069,28.2294
50,"WAPADRAND UIT 6",,-25.7069,28.2294
81,"WILLOW ACRES",,-25.7069,28.2294
95,"WILLOW ACRES",,-25.7069,28.2294
81,"WILLOW ACRES ESTATE",,-25.7069,28.2294
95,"WILLOW ACRES ESTATE",,-25.7069,28.2294
81,"WILLOW ACRES LANDGOED",,-25.7069,28.2294
95,"WILLOW ACRES LANDGOED",,-25.7069,28.2294
81,"WILLOW ACRES EXT 12",,-25.7069,28.2294
81,"WILLOW ACRES UIT 12",,-25.7069,28.2294
81,"WILLOW GLEN",,-25.7069,28.2294
41,"WILLOW GLEN",,-25.7069,28.2294
81,WOODHILL,,-25.7069,28.2294
76,WOODHILL,,-25.7069,28.2294
81,ZWAVELPOORT,,-25.7069,28.2294
36,ZWAVELPOORT,,-25.7069,28.2294
81,BRONBERG,,-25.7069,28.2294
43,BRONBERG,,-25.7069,28.2294
81,"ALPHEN PARK",,-25.7069,28.2294
81,ALPHENPARK,,-25.7069,28.2294
81,"ASHLEA GARDENS",,-25.7069,28.2294
81,"ASHLEA TUINE",,-25.7069,28.2294
81,"EQUESTRIA EXT 111",,-25.7069,28.2294
81,"EQUESTRIA UIT 111",,-25.7069,28.2294
81,"EQUESTRIA EXT 55",,-25.7069,28.2294
81,"EQUESTRIA UIT 55",,-25.7069,28.2294
81,"FAERIE GLEN",,-25.7069,28.2294
43,"FAERIE GLEN",,-25.7069,28.2294
81,"FAERIE GLEN EXT 1",,-25.7069,28.2294
43,"FAERIE GLEN EXT 1",,-25.7069,28.2294
81,"FAERIE GLEN UIT 1",,-25.7069,28.2294
43,"FAERIE GLEN UIT 1",,-25.7069,28.2294
81,"FAERIE GLEN EXT 2",,-25.7069,28.2294
43,"FAERIE GLEN EXT 2",,-25.7069,28.2294
81,"FAERIE GLEN UIT 2",,-25.7069,28.2294
43,"FAERIE GLEN UIT 2",,-25.7069,28.2294
81,"FAERIE GLEN EXT 24",,-25.7069,28.2294
43,"FAERIE GLEN EXT 24",,-25.7069,28.2294
81,"FAERIE GLEN UIT 24",,-25.7069,28.2294
43,"FAERIE GLEN UIT 24",,-25.7069,28.2294
81,"FAERIE GLEN EXT 28",,-25.7069,28.2294
43,"FAERIE GLEN EXT 28",,-25.7069,28.2294
81,"FAERIE GLEN UIT 28",,-25.7069,28.2294
43,"FAERIE GLEN UIT 28",,-25.7069,28.2294
81,"FAERIE GLEN EXT 3",,-25.7069,28.2294
43,"FAERIE GLEN EXT 3",,-25.7069,28.2294
81,"FAERIE GLEN UIT 3",,-25.7069,28.2294
43,"FAERIE GLEN UIT 3",,-25.7069,28.2294
81,"FAERIE GLEN EXT 32",,-25.7069,28.2294
43,"FAERIE GLEN EXT 32",,-25.7069,28.2294
81,"FAERIE GLEN UIT 32",,-25.7069,28.2294
43,"FAERIE GLEN UIT 32",,-25.7069,28.2294
81,"FAERIE GLEN EXT 34",,-25.7069,28.2294
43,"FAERIE GLEN EXT 34",,-25.7069,28.2294
81,"FAERIE GLEN UIT 34",,-25.7069,28.2294
43,"FAERIE GLEN UIT 34",,-25.7069,28.2294
81,"FAERIE GLEN EXT 36",,-25.7069,28.2294
43,"FAERIE GLEN EXT 36",,-25.7069,28.2294
81,"FAERIE GLEN UIT 36",,-25.7069,28.2294
43,"FAERIE GLEN UIT 36",,-25.7069,28.2294
81,"FAERIE GLEN EXT 37",,-25.7069,28.2294
43,"FAERIE GLEN EXT 37",,-25.7069,28.2294
81,"FAERIE GLEN UIT 37",,-25.7069,28.2294
43,"FAERIE GLEN UIT 37",,-25.7069,28.2294
81,"FAERIE GLEN EXT 4",,-25.7069,28.2294
43,"FAERIE GLEN EXT 4",,-25.7069,28.2294
81,"FAERIE GLEN UIT 4",,-25.7069,28.2294
43,"FAERIE GLEN UIT 4",,-25.7069,28.2294
81,"FAERIE GLEN EXT 45",,-25.7069,28.2294
43,"FAERIE GLEN EXT 45",,-25.7069,28.2294
81,"FAERIE GLEN UIT 45",,-25.7069,28.2294
43,"FAERIE GLEN UIT 45",,-25.7069,28.2294
81,"FAERIE GLEN EXT 48",,-25.7069,28.2294
43,"FAERIE GLEN EXT 48",,-25.7069,28.2294
81,"FAERIE GLEN UIT 48",,-25.7069,28.2294
43,"FAERIE GLEN UIT 48",,-25.7069,28.2294
81,"FAERIE GLEN EXT 6",,-25.7069,28.2294
43,"FAERIE GLEN EXT 6",,-25.7069,28.2294
81,"FAERIE GLEN UIT 6",,-25.7069,28.2294
43,"FAERIE GLEN UIT 6",,-25.7069,28.2294
81,"FAERIE GLEN EXT 61",,-25.7069,28.2294
81,"FAERIE GLEN UIT 61",,-25.7069,28.2294
81,"FAERIE GLEN EXT 7",,-25.7069,28.2294
43,"FAERIE GLEN EXT 7",,-25.7069,28.2294
81,"FAERIE GLEN UIT 7",,-25.7069,28.2294
43,"FAERIE GLEN UIT 7",,-25.7069,28.2294
81,"FAERIE GLEN EXT 70",,-25.7069,28.2294
43,"FAERIE GLEN EXT 70",,-25.7069,28.2294
81,"FAERIE GLEN UIT 70",,-25.7069,28.2294
43,"FAERIE GLEN UIT 70",,-25.7069,28.2294
81,"FAERIE GLEN EXT 71",,-25.7069,28.2294
43,"FAERIE GLEN EXT 71",,-25.7069,28.2294
81,"FAERIE GLEN UIT 71",,-25.7069,28.2294
43,"FAERIE GLEN UIT 71",,-25.7069,28.2294
81,"FAERIE GLEN EXT 8",,-25.7069,28.2294
43,"FAERIE GLEN EXT 8",,-25.7069,28.2294
81,"FAERIE GLEN UIT 8",,-25.7069,28.2294
43,"FAERIE GLEN UIT 8",,-25.7069,28.2294
81,"FAERIE GLEN EXT 9",,-25.7069,28.2294
43,"FAERIE GLEN EXT 9",,-25.7069,28.2294
81,"FAERIE GLEN UIT 9",,-25.7069,28.2294
43,"FAERIE GLEN UIT 9",,-25.7069,28.2294
81,GARSFONTEIN,,-25.7069,28.2294
42,GARSFONTEIN,,-25.7069,28.2294
81,"GARSFONTEIN EAST",,-25.7069,28.2294
60,"GARSFONTEIN EAST",,-25.7069,28.2294
81,GARSFONTEIN-OOS,,-25.7069,28.2294
60,GARSFONTEIN-OOS,,-25.7069,28.2294
81,"GARSFONTEIN EXT 1",,-25.7069,28.2294
42,"GARSFONTEIN EXT 1",,-25.7069,28.2294
81,"GARSFONTEIN UIT 1",,-25.7069,28.2294
42,"GARSFONTEIN UIT 1",,-25.7069,28.2294
81,"GARSFONTEIN EXT 10",,-25.7069,28.2294
42,"GARSFONTEIN EXT 10",,-25.7069,28.2294
81,"GARSFONTEIN UIT 10",,-25.7069,28.2294
42,"GARSFONTEIN UIT 10",,-25.7069,28.2294
81,"GARSFONTEIN EXT 11",,-25.7069,28.2294
42,"GARSFONTEIN EXT 11",,-25.7069,28.2294
81,"GARSFONTEIN UIT 11",,-25.7069,28.2294
42,"GARSFONTEIN UIT 11",,-25.7069,28.2294
81,"GARSFONTEIN EXT 12",,-25.7069,28.2294
42,"GARSFONTEIN EXT 12",,-25.7069,28.2294
81,"GARSFONTEIN UIT 12",,-25.7069,28.2294
42,"GARSFONTEIN UIT 12",,-25.7069,28.2294
81,"GARSFONTEIN EXT 13",,-25.7069,28.2294
42,"GARSFONTEIN EXT 13",,-25.7069,28.2294
81,"GARSFONTEIN UIT 13",,-25.7069,28.2294
42,"GARSFONTEIN UIT 13",,-25.7069,28.2294
81,"GARSFONTEIN EXT 14",,-25.7069,28.2294
42,"GARSFONTEIN EXT 14",,-25.7069,28.2294
81,"GARSFONTEIN UIT 14",,-25.7069,28.2294
42,"GARSFONTEIN UIT 14",,-25.7069,28.2294
81,"GARSFONTEIN EXT 15",,-25.7069,28.2294
42,"GARSFONTEIN EXT 15",,-25.7069,28.2294
81,"GARSFONTEIN UIT 15",,-25.7069,28.2294
42,"GARSFONTEIN UIT 15",,-25.7069,28.2294
81,"GARSFONTEIN EXT 16",,-25.7069,28.2294
42,"GARSFONTEIN EXT 16",,-25.7069,28.2294
81,"GARSFONTEIN UIT 16",,-25.7069,28.2294
42,"GARSFONTEIN UIT 16",,-25.7069,28.2294
81,"GARSFONTEIN EXT 17",,-25.7069,28.2294
42,"GARSFONTEIN EXT 17",,-25.7069,28.2294
81,"GARSFONTEIN UIT 17",,-25.7069,28.2294
42,"GARSFONTEIN UIT 17",,-25.7069,28.2294
81,"GARSFONTEIN EXT 2",,-25.7069,28.2294
42,"GARSFONTEIN EXT 2",,-25.7069,28.2294
81,"GARSFONTEIN UIT 2",,-25.7069,28.2294
42,"GARSFONTEIN UIT 2",,-25.7069,28.2294
81,"GARSFONTEIN EXT 3",,-25.7069,28.2294
42,"GARSFONTEIN EXT 3",,-25.7069,28.2294
81,"GARSFONTEIN UIT 3",,-25.7069,28.2294
42,"GARSFONTEIN UIT 3",,-25.7069,28.2294
81,"GARSFONTEIN EXT 4",,-25.7069,28.2294
42,"GARSFONTEIN EXT 4",,-25.7069,28.2294
81,"GARSFONTEIN UIT 4",,-25.7069,28.2294
42,"GARSFONTEIN UIT 4",,-25.7069,28.2294
81,"GARSFONTEIN EXT 5",,-25.7069,28.2294
42,"GARSFONTEIN EXT 5",,-25.7069,28.2294
81,"GARSFONTEIN UIT 5",,-25.7069,28.2294
42,"GARSFONTEIN UIT 5",,-25.7069,28.2294
81,"GARSFONTEIN EXT 6",,-25.7069,28.2294
42,"GARSFONTEIN EXT 6",,-25.7069,28.2294
81,"GARSFONTEIN UIT 6",,-25.7069,28.2294
42,"GARSFONTEIN UIT 6",,-25.7069,28.2294
81,"GARSFONTEIN EXT 7",,-25.7069,28.2294
42,"GARSFONTEIN EXT 7",,-25.7069,28.2294
81,"GARSFONTEIN UIT 7",,-25.7069,28.2294
42,"GARSFONTEIN UIT 7",,-25.7069,28.2294
81,"GARSFONTEIN EXT 8",,-25.7069,28.2294
42,"GARSFONTEIN EXT 8",,-25.7069,28.2294
81,"GARSFONTEIN UIT 8",,-25.7069,28.2294
42,"GARSFONTEIN UIT 8",,-25.7069,28.2294
81,"GARSFONTEIN EXT 9",,-25.7069,28.2294
42,"GARSFONTEIN EXT 9",,-25.7069,28.2294
81,"GARSFONTEIN UIT 9",,-25.7069,28.2294
42,"GARSFONTEIN UIT 9",,-25.7069,28.2294
81,"GARSFONTEIN WEST",,-25.7069,28.2294
42,"GARSFONTEIN WEST",,-25.7069,28.2294
81,GARSFONTEIN-WES,,-25.7069,28.2294
42,GARSFONTEIN-WES,,-25.7069,28.2294
81,GLENWOOD,,-25.7069,28.2294
81,HAZELWOOD,,-25.7069,28.2294
81,LYNNRODENE,,-25.7069,28.2294
81,LYNNWOOD,,-25.7069,28.2294
40,LYNNWOOD,,-25.7069,28.2294
81,"LYNNWOOD GLEN",,-25.7069,28.2294
81,"LYNNWOOD MANOR",,-25.7069,28.2294
81,"LYNNWOOD MANOR EXT 2",,-25.7069,28.2294
81,"LYNNWOOD MANOR UIT 2",,-25.7069,28.2294
81,"LYNNWOOD MANOR EXT 3",,-25.7069,28.2294
81,"LYNNWOOD MANOR UIT 3",,-25.7069,28.2294
81,"LYNNWOOD PARK",,-25.7069,28.2294
81,"LYNNWOOD RIDGE",,-25.7069,28.2294
40,"LYNNWOOD RIDGE",,-25.7069,28.2294
81,LYNNWOODRIF,,-25.7069,28.2294
40,LYNNWOODRIF,,-25.7069,28.2294
82,"MOUNTAIN VIEW",,-25.7069,28.2294
30,"MOUNTAIN VIEW",,-25.7069,28.2294
82,NICOMAR,,-25.7069,28.2294
82,"PRETORIA GARDENS",,-25.7069,28.2294
82,"PRETORIA TUINE",,-25.7069,28.2294
82,BOOYSENS,,-25.7069,28.2294
82,"BOOYSENS EXT 1",,-25.7069,28.2294
82,"BOOYSENS UIT 1",,-25.7069,28.2294
82,SUIDERBERG,,-25.7069,28.2294
55,SUIDERBERG,,-25.7069,28.2294
82,CLAREMONT,,-25.7069,28.2294
82,DASPOORT,,-25.7069,28.2294
19,DASPOORT,,-25.7069,28.2294
82,HERCULES,,-25.7069,28.2294
30,HERCULES,,-25.7069,28.2294
82,HERMANSTAD,,-25.7069,28.2294
83,BRYNTIRION,,-25.75,28.2333
83,COLBYN,,-25.75,28.2333
83,ARCADIA,,-25.75,28.2333
7,ARCADIA,,-25.75,28.2333
83,EASTWOOD,,-25.75,28.2333
83,HATFIELD,,-25.75,28.2333
28,HATFIELD,,-25.75,28.2333
83,HILLCREST,,-25.75,28.2333
83,"HILLCREST EXT",,-25.75,28.2333
83,"HILLCREST UIT",,-25.75,28.2333
84,MAYVILLE,,-25.7069,28.2294
84,MOOT,,-25.7069,28.2294
84,PARKTOWN,,-25.7069,28.2294
84,"PARKTOWN ESTATES",,-25.7069,28.2294
84,"PARKTOWN LANDGOED",,-25.7069,28.2294
84,PIERNEEFRANT,,-25.7069,28.2294
84,RIETFONTEIN,,-25.7069,28.2294
84,RIETONDALE,,-25.7069,28.2294
84,RIVIERA,,-25.7069,28.2294
84,ROSEVILLE,,-25.7069,28.2294
84,SHERE,,-25.7069,28.2294
84,"WONDERBOOM SOUTH",,-25.7069,28.2294
84,WONDERBOOM-SUID,,-25.7069,28.2294
84,"CAPITAL PARK",,-25.7069,28.2294
84,"CAPITAL PARK EXT 4",,-25.7069,28.2294
84,"CAPITALPARK UIT 4",,-25.7069,28.2294
84,DEERNESS,,-25.7069,28.2294
84,ELOFFSDAL,,-25.7069,28.2294
84,ELOFSDAL,,-25.7069,28.2294
84,GEZINA,,-25.7069,28.2294
31,GEZINA,,-25.7069,28.2294
84,"LES MARAIS",,-25.7069,28.2294
89,"ATTERIDGEVILLE EAST",,,
89,"ATTERIDGEVILLE EAST",,,
89,ATTERIDGEVILLE-OOS,,,
89,ATTERIDGEVILLE-OOS,,,
122,MAMELODI,,-25.7069,28.2294
101,MAMELODI,,-25.7069,28.2294
122,"MAMELODI BLOCK K",,-25.7069,28.2294
101,"MAMELODI BLOCK K",,-25.7069,28.2294
122,"MAMELODI BLOK K",,-25.7069,28.2294
101,"MAMELODI BLOK K",,-25.7069,28.2294
122,"MAMELODI EAST",,-25.7069,28.2294
177,"MAMELODI EAST",,-25.7069,28.2294
122,MAMELODI-OOS,,-25.7069,28.2294
177,MAMELODI-OOS,,-25.7069,28.2294
122,"MAMELODI EAST EXT 10",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 10",,-25.7069,28.2294
122,"MAMELODI EAST EXT 11",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 11",,-25.7069,28.2294
122,"MAMELODI EAST EXT 12",,-25.7069,28.2294
112,"MAMELODI EAST EXT 12",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 12",,-25.7069,28.2294
112,"MAMELODI-OOS UIT 12",,-25.7069,28.2294
122,"MAMELODI EAST EXT 13",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 13",,-25.7069,28.2294
122,"MAMELODI EAST EXT 17",,-25.7069,28.2294
112,"MAMELODI EAST EXT 17",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 17",,-25.7069,28.2294
112,"MAMELODI-OOS UIT 17",,-25.7069,28.2294
122,"MAMELODI EAST EXT 18",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 18",,-25.7069,28.2294
122,"MAMELODI EAST EXT 2",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 2",,-25.7069,28.2294
122,"MAMELODI EAST EXT 22",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 22",,-25.7069,28.2294
122,"MAMELODI EAST EXT 3",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 3",,-25.7069,28.2294
122,"MAMELODI EAST EXT 4",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 4",,-25.7069,28.2294
122,"MAMELODI EAST EXT 5",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 5",,-25.7069,28.2294
122,"MAMELODI EAST EXT 6",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 6",,-25.7069,28.2294
122,"MAMELODI EAST EXT 7",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 7",,-25.7069,28.2294
122,"MAMELODI EAST EXT 8",,-25.7069,28.2294
122,"MAMELODI-OOS UIT 8",,-25.7069,28.2294
122,"MAMELODI EXT",,-25.7069,28.2294
122,"MAMELODI UIT",,-25.7069,28.2294
